Date      , Rainfall_mm, Year, Month    , Day_of_Month, Day_of_Year, Week_of_Year, Is_Weekend, Cumulative_Monsoon_Rainfall_mm, Days_Since_Last_Rain
01-08-2017,        25.8, 2017, August   ,            1,         213,           31,          0,                          143.9,                    0
02-08-2017,        55.1, 2017, August   ,            2,         214,           31,          0,                          199  ,                    0
03-08-2017,        12.3, 2017, August   ,            3,         215,           31,          0,                          211.3,                    0
04-08-2017,         0  , 2017, August   ,            4,         216,           31,          0,                          211.3,                    1
05-08-2017,         0  , 2017, August   ,            5,         217,           31,          0,                          211.3,                    2
06-08-2017,         0  , 2017, August   ,            6,         218,           32,          1,                          211.3,                    3
07-08-2017,         0  , 2017, August   ,            7,         219,           32,          0,                          211.3,                    4
08-08-2017,         0  , 2017, August   ,            8,         220,           32,          0,                          211.3,                    5
09-08-2017,         0  , 2017, August   ,            9,         221,           32,          0,                          211.3,                    6
10-08-2017,         0  , 2017, August   ,           10,         222,           32,          0,                          211.3,                    7
11-08-2017,         0  , 2017, August   ,           11,         223,           32,          0,                          211.3,                    8
12-08-2017,         0  , 2017, August   ,           12,         224,           32,          0,                          211.3,                    9
13-08-2017,         0  , 2017, August   ,           13,         225,           33,          1,                          211.3,                   10
14-08-2017,         0  , 2017, August   ,           14,         226,           33,          0,                          211.3,                   11
15-08-2017,         0  , 2017, August   ,           15,         227,           33,          0,                          211.3,                   12
16-08-2017,         0  , 2017, August   ,           16,         228,           33,          0,                          211.3,                   13
17-08-2017,         0  , 2017, August   ,           17,         229,           33,          0,                          211.3,                   14
18-08-2017,         0  , 2017, August   ,           18,         230,           33,          0,                          211.3,                   15
19-08-2017,         0  , 2017, August   ,           19,         231,           33,          0,                          211.3,                   16
20-08-2017,         0  , 2017, August   ,           20,         232,           34,          1,                          211.3,                   17
21-08-2017,         0  , 2017, August   ,           21,         233,           34,          0,                          211.3,                   18
22-08-2017,         0  , 2017, August   ,           22,         234,           34,          0,                          211.3,                   19
23-08-2017,         0  , 2017, August   ,           23,         235,           34,          0,                          211.3,                   20
24-08-2017,         0  , 2017, August   ,           24,         236,           34,          0,                          211.3,                   21
25-08-2017,         0  , 2017, August   ,           25,         237,           34,          0,                          211.3,                   22
26-08-2017,         0  , 2017, August   ,           26,         238,           34,          0,                          211.3,                   23
27-08-2017,         0  , 2017, August   ,           27,         239,           35,          1,                          211.3,                   24
28-08-2017,         0  , 2017, August   ,           28,         240,           35,          0,                          211.3,                   25
29-08-2017,         0  , 2017, August   ,           29,         241,           35,          0,                          211.3,                   26
30-08-2017,         0  , 2017, August   ,           30,         242,           35,          0,                          211.3,                   27
31-08-2017,         0  , 2017, August   ,           31,         243,           35,          0,                          211.3,                   28
01-09-2017,        35.7, 2017, September,            1,         244,           35,          0,                          247  ,                    0
02-09-2017,        75.2, 2017, September,            2,         245,           35,          0,                          322.2,                    0
03-09-2017,        18.9, 2017, September,            3,         246,           36,          1,                          341.1,                    0
04-09-2017,         0  , 2017, September,            4,         247,           36,          0,                          341.1,                    1
05-09-2017,         0  , 2017, September,            5,         248,           36,          0,                          341.1,                    2
06-09-2017,         0  , 2017, September,            6,         249,           36,          0,                          341.1,                    3
07-09-2017,         0  , 2017, September,            7,         250,           36,          0,                          341.1,                    4
08-09-2017,         0  , 2017, September,            8,         251,           36,          0,                          341.1,                    5
09-09-2017,         0  , 2017, September,            9,         252,           36,          0,                          341.1,                    6
10-09-2017,         0  , 2017, September,           10,         253,           37,          1,                          341.1,                    7
11-09-2017,         0  , 2017, September,           11,         254,           37,          0,                          341.1,                    8
12-09-2017,         0  , 2017, September,           12,         255,           37,          0,                          341.1,                    9
13-09-2017,         0  , 2017, September,           13,         256,           37,          0,                          341.1,                   10
14-09-2017,         0  , 2017, September,           14,         257,           37,          0,                          341.1,                   11
15-09-2017,         0  , 2017, September,           15,         258,           37,          0,                          341.1,                   12
16-09-2017,         0  , 2017, September,           16,         259,           37,          0,                          341.1,                   13
17-09-2017,         0  , 2017, September,           17,         260,           38,          1,                          341.1,                   14
18-09-2017,         0  , 2017, September,           18,         261,           38,          0,                          341.1,                   15
19-09-2017,         0  , 2017, September,           19,         262,           38,          0,                          341.1,                   16
20-09-2017,         0  , 2017, September,           20,         263,           38,          0,                          341.1,                   17
21-09-2017,         0  , 2017, September,           21,         264,           38,          0,                          341.1,                   18
22-09-2017,         0  , 2017, September,           22,         265,           38,          0,                          341.1,                   19
23-09-2017,         0  , 2017, September,           23,         266,           38,          0,                          341.1,                   20
24-09-2017,         0  , 2017, September,           24,         267,           39,          1,                          341.1,                   21
25-09-2017,         0  , 2017, September,           25,         268,           39,          0,                          341.1,                   22
26-09-2017,         0  , 2017, September,           26,         269,           39,          0,                          341.1,                   23
27-09-2017,         0  , 2017, September,           27,         270,           39,          0,                          341.1,                   24
28-09-2017,         0  , 2017, September,           28,         271,           39,          0,                          341.1,                   25
29-09-2017,         0  , 2017, September,           29,         272,           39,          0,                          341.1,                   26
30-09-2017,         0  , 2017, September,           30,         273,           39,          0,                          341.1,                   27
01-06-2018,         0  , 2018, June     ,            1,         152,           22,          0,                            0  ,                    1
02-06-2018,         0  , 2018, June     ,            2,         153,           22,          0,                            0  ,                    2
03-06-2018,         0  , 2018, June     ,            3,         154,           23,          1,                            0  ,                    3
04-06-2018,         0  , 2018, June     ,            4,         155,           23,          0,                            0  ,                    4
05-06-2018,         0  , 2018, June     ,            5,         156,           23,          0,                            0  ,                    5
06-06-2018,         0  , 2018, June     ,            6,         157,           23,          0,                            0  ,                    6
07-06-2018,         0  , 2018, June     ,            7,         158,           23,          0,                            0  ,                    7
08-06-2018,         0  , 2018, June     ,            8,         159,           23,          0,                            0  ,                    8
09-06-2018,         0  , 2018, June     ,            9,         160,           23,          0,                            0  ,                    9
10-06-2018,         0  , 2018, June     ,           10,         161,           24,          1,                            0  ,                   10
11-06-2018,         0  , 2018, June     ,           11,         162,           24,          0,                            0  ,                   11
12-06-2018,         0  , 2018, June     ,           12,         163,           24,          0,                            0  ,                   12
13-06-2018,         0  , 2018, June     ,           13,         164,           24,          0,                            0  ,                   13
14-06-2018,         0  , 2018, June     ,           14,         165,           24,          0,                            0  ,                   14
15-06-2018,         0  , 2018, June     ,           15,         166,           24,          0,                            0  ,                   15
16-06-2018,         0  , 2018, June     ,           16,         167,           24,          0,                            0  ,                   16
17-06-2018,         0  , 2018, June     ,           17,         168,           25,          1,                            0  ,                   17
18-06-2018,         0  , 2018, June     ,           18,         169,           25,          0,                            0  ,                   18
19-06-2018,         0  , 2018, June     ,           19,         170,           25,          0,                            0  ,                   19
20-06-2018,         0  , 2018, June     ,           20,         171,           25,          0,                            0  ,                   20
21-06-2018,         0  , 2018, June     ,           21,         172,           25,          0,                            0  ,                   21
22-06-2018,         0  , 2018, June     ,           22,         173,           25,          0,                            0  ,                   22
23-06-2018,         0  , 2018, June     ,           23,         174,           25,          0,                            0  ,                   23
24-06-2018,         0  , 2018, June     ,           24,         175,           26,          1,                            0  ,                   24
25-06-2018,        15.1, 2018, June     ,           25,         176,           26,          0,                           15.1,                    0
26-06-2018,        30.5, 2018, June     ,           26,         177,           26,          0,                           45.6,                    0
27-06-2018,        10.2, 2018, June     ,           27,         178,           26,          0,                           55.8,                    0
28-06-2018,         0  , 2018, June     ,           28,         179,           26,          0,                           55.8,                    1
29-06-2018,         0  , 2018, June     ,           29,         180,           26,          0,                           55.8,                    2
30-06-2018,         0  , 2018, June     ,           30,         181,           26,          0,                           55.8,                    3
01-07-2018,         0  , 2018, July     ,            1,         182,           27,          1,                           55.8,                    4
02-07-2018,        25.8, 2018, July     ,            2,         183,           27,          0,                           81.6,                    0
03-07-2018,        55.2, 2018, July     ,            3,         184,           27,          0,                          136.8,                    0
04-07-2018,        15.9, 2018, July     ,            4,         185,           27,          0,                          152.7,                    0
05-07-2018,         0  , 2018, July     ,            5,         186,           27,          0,                          152.7,                    1
06-07-2018,         0  , 2018, July     ,            6,         187,           27,          0,                          152.7,                    2
07-07-2018,         0  , 2018, July     ,            7,         188,           27,          0,                          152.7,                    3
08-07-2018,         0  , 2018, July     ,            8,         189,           28,          1,                          152.7,                    4
09-07-2018,         0  , 2018, July     ,            9,         190,           28,          0,                          152.7,                    5
10-07-2018,         0  , 2018, July     ,           10,         191,           28,          0,                          152.7,                    6
11-07-2018,         0  , 2018, July     ,           11,         192,           28,          0,                          152.7,                    7
12-07-2018,         0  , 2018, July     ,           12,         193,           28,          0,                          152.7,                    8
13-07-2018,         0  , 2018, July     ,           13,         194,           28,          0,                          152.7,                    9
14-07-2018,         0  , 2018, July     ,           14,         195,           28,          0,                          152.7,                   10
15-07-2018,         0  , 2018, July     ,           15,         196,           29,          1,                          152.7,                   11
16-07-2018,         0  , 2018, July     ,           16,         197,           29,          0,                          152.7,                   12
17-07-2018,         0  , 2018, July     ,           17,         198,           29,          0,                          152.7,                   13
18-07-2018,         0  , 2018, July     ,           18,         199,           29,          0,                          152.7,                   14
19-07-2018,         0  , 2018, July     ,           19,         200,           29,          0,                          152.7,                   15
20-07-2018,         0  , 2018, July     ,           20,         201,           29,          0,                          152.7,                   16
21-07-2018,         0  , 2018, July     ,           21,         202,           29,          0,                          152.7,                   17
22-07-2018,         0  , 2018, July     ,           22,         203,           30,          1,                          152.7,                   18
23-07-2018,         0  , 2018, July     ,           23,         204,           30,          0,                          152.7,                   19
24-07-2018,         0  , 2018, July     ,           24,         205,           30,          0,                          152.7,                   20
25-07-2018,         0  , 2018, July     ,           25,         206,           30,          0,                          152.7,                   21
26-07-2018,         0  , 2018, July     ,           26,         207,           30,          0,                          152.7,                   22
27-07-2018,         0  , 2018, July     ,           27,         208,           30,          0,                          152.7,                   23
28-07-2018,         0  , 2018, July     ,           28,         209,           30,          0,                          152.7,                   24
29-07-2018,         0  , 2018, July     ,           29,         210,           31,          1,                          152.7,                   25
30-07-2018,         0  , 2018, July     ,           30,         211,           31,          0,                          152.7,                   26
31-07-2018,         0  , 2018, July     ,           31,         212,           31,          0,                          152.7,                   27
01-08-2018,        30  , 2018, August   ,            1,         213,           31,          0,                          182.7,                    0
02-08-2018,        60.5, 2018, August   ,            2,         214,           31,          0,                          243.2,                    0
03-08-2018,        20.1, 2018, August   ,            3,         215,           31,          0,                          263.3,                    0
04-08-2018,         0  , 2018, August   ,            4,         216,           31,          0,                          263.3,                    1
05-08-2018,         0  , 2018, August   ,            5,         217,           32,          1,                          263.3,                    2
06-08-2018,         0  , 2018, August   ,            6,         218,           32,          0,                          263.3,                    3
07-08-2018,         0  , 2018, August   ,            7,         219,           32,          0,                          263.3,                    4
08-08-2018,         0  , 2018, August   ,            8,         220,           32,          0,                          263.3,                    5
09-08-2018,         0  , 2018, August   ,            9,         221,           32,          0,                          263.3,                    6
10-08-2018,         0  , 2018, August   ,           10,         222,           32,          0,                          263.3,                    7
11-08-2018,         0  , 2018, August   ,           11,         223,           32,          0,                          263.3,                    8
12-08-2018,         0  , 2018, August   ,           12,         224,           33,          1,                          263.3,                    9
13-08-2018,         0  , 2018, August   ,           13,         225,           33,          0,                          263.3,                   10
14-08-2018,         0  , 2018, August   ,           14,         226,           33,          0,                          263.3,                   11
15-08-2018,         0  , 2018, August   ,           15,         227,           33,          0,                          263.3,                   12
16-08-2018,         0  , 2018, August   ,           16,         228,           33,          0,                          263.3,                   13
17-08-2018,         0  , 2018, August   ,           17,         229,           33,          0,                          263.3,                   14
18-08-2018,         0  , 2018, August   ,           18,         230,           33,          0,                          263.3,                   15
19-08-2018,         0  , 2018, August   ,           19,         231,           34,          1,                          263.3,                   16
20-08-2018,         0  , 2018, August   ,           20,         232,           34,          0,                          263.3,                   17
21-08-2018,         0  , 2018, August   ,           21,         233,           34,          0,                          263.3,                   18
22-08-2018,         0  , 2018, August   ,           22,         234,           34,          0,                          263.3,                   19
23-08-2018,         0  , 2018, August   ,           23,         235,           34,          0,                          263.3,                   20
24-08-2018,         0  , 2018, August   ,           24,         236,           34,          0,                          263.3,                   21
25-08-2018,         0  , 2018, August   ,           25,         237,           34,          0,                          263.3,                   22
26-08-2018,         0  , 2018, August   ,           26,         238,           35,          1,                          263.3,                   23
27-08-2018,         0  , 2018, August   ,           27,         239,           35,          0,                          263.3,                   24
28-08-2018,         0  , 2018, August   ,           28,         240,           35,          0,                          263.3,                   25
29-08-2018,         0  , 2018, August   ,           29,         241,           35,          0,                          263.3,                   26
30-08-2018,         0  , 2018, August   ,           30,         242,           35,          0,                          263.3,                   27
31-08-2018,         0  , 2018, August   ,           31,         243,           35,          0,                          263.3,                   28
01-09-2018,        40.2, 2018, September,            1,         244,           35,          0,                          303.5,                    0
02-09-2018,        85.1, 2018, September,            2,         245,           35,          0,                          388.6,                    0
03-09-2018,        22.3, 2018, September,            3,         246,           36,          1,                          410.9,                    0
04-09-2018,         0  , 2018, September,            4,         247,           36,          0,                          410.9,                    1
05-09-2018,         0  , 2018, September,            5,         248,           36,          0,                          410.9,                    2
06-09-2018,         0  , 2018, September,            6,         249,           36,          0,                          410.9,                    3
07-09-2018,         0  , 2018, September,            7,         250,           36,          0,                          410.9,                    4
08-09-2018,         0  , 2018, September,            8,         251,           36,          0,                          410.9,                    5
09-09-2018,         0  , 2018, September,            9,         252,           37,          1,                          410.9,                    6
10-09-2018,         0  , 2018, September,           10,         253,           37,          0,                          410.9,                    7
11-09-2018,         0  , 2018, September,           11,         254,           37,          0,                          410.9,                    8
12-09-2018,         0  , 2018, September,           12,         255,           37,          0,                          410.9,                    9
13-09-2018,         0  , 2018, September,           13,         256,           37,          0,                          410.9,                   10
14-09-2018,         0  , 2018, September,           14,         257,           37,          0,                          410.9,                   11
15-09-2018,         0  , 2018, September,           15,         258,           37,          0,                          410.9,                   12
16-09-2018,         0  , 2018, September,           16,         259,           38,          1,                          410.9,                   13
17-09-2018,         0  , 2018, September,           17,         260,           38,          0,                          410.9,                   14
18-09-2018,         0  , 2018, September,           18,         261,           38,          0,                          410.9,                   15
19-09-2018,         0  , 2018, September,           19,         262,           38,          0,                          410.9,                   16
20-09-2018,         0  , 2018, September,           20,         263,           38,          0,                          410.9,                   17
21-09-2018,         0  , 2018, September,           21,         264,           38,          0,                          410.9,                   18
22-09-2018,         0  , 2018, September,           22,         265,           38,          0,                          410.9,                   19
23-09-2018,         0  , 2018, September,           23,         266,           39,          1,                          410.9,                   20
24-09-2018,         0  , 2018, September,           24,         267,           39,          0,                          410.9,                   21
25-09-2018,         0  , 2018, September,           25,         268,           39,          0,                          410.9,                   22
26-09-2018,         0  , 2018, September,           26,         269,           39,          0,                          410.9,                   23
27-09-2018,         0  , 2018, September,           27,         270,           39,          0,                          410.9,                   24
28-09-2018,         0  , 2018, September,           28,         271,           39,          0,                          410.9,                   25
29-09-2018,         0  , 2018, September,           29,         272,           39,          0,                          410.9,                   26
30-09-2018,         0  , 2018, September,           30,         273,           39,          0,                          410.9,                   27
01-06-2019,         0  , 2019, June     ,            1,         152,           22,          0,                            0  ,                    1
02-06-2019,         0  , 2019, June     ,            2,         153,           23,          1,                            0  ,                    2
03-06-2019,         0  , 2019, June     ,            3,         154,           23,          0,                            0  ,                    3
04-06-2019,         0  , 2019, June     ,            4,         155,           23,          0,                            0  ,                    4
05-06-2019,         0  , 2019, June     ,            5,         156,           23,          0,                            0  ,                    5
06-06-2019,         0  , 2019, June     ,            6,         157,           23,          0,                            0  ,                    6
07-06-2019,         0  , 2019, June     ,            7,         158,           23,          0,                            0  ,                    7
08-06-2019,         0  , 2019, June     ,            8,         159,           23,          0,                            0  ,                    8
09-06-2019,         0  , 2019, June     ,            9,         160,           24,          1,                            0  ,                    9
10-06-2019,         0  , 2019, June     ,           10,         161,           24,          0,                            0  ,                   10
11-06-2019,         0  , 2019, June     ,           11,         162,           24,          0,                            0  ,                   11
12-06-2019,         0  , 2019, June     ,           12,         163,           24,          0,                            0  ,                   12
13-06-2019,         0  , 2019, June     ,           13,         164,           24,          0,                            0  ,                   13
14-06-2019,         0  , 2019, June     ,           14,         165,           24,          0,                            0  ,                   14
15-06-2019,         0  , 2019, June     ,           15,         166,           24,          0,                            0  ,                   15
16-06-2019,         0  , 2019, June     ,           16,         167,           25,          1,                            0  ,                   16
17-06-2019,         0  , 2019, June     ,           17,         168,           25,          0,                            0  ,                   17
18-06-2019,         0  , 2019, June     ,           18,         169,           25,          0,                            0  ,                   18
19-06-2019,         0  , 2019, June     ,           19,         170,           25,          0,                            0  ,                   19
20-06-2019,         0  , 2019, June     ,           20,         171,           25,          0,                            0  ,                   20
21-06-2019,         0  , 2019, June     ,           21,         172,           25,          0,                            0  ,                   21
22-06-2019,         0  , 2019, June     ,           22,         173,           25,          0,                            0  ,                   22
23-06-2019,         0  , 2019, June     ,           23,         174,           26,          1,                            0  ,                   23
24-06-2019,         2.5, 2019, June     ,           24,         175,           26,          0,                            2.5,                    0
25-06-2019,         5.1, 2019, June     ,           25,         176,           26,          0,                            7.6,                    0
26-06-2019,         0  , 2019, June     ,           26,         177,           26,          0,                            7.6,                    1
27-06-2019,         0  , 2019, June     ,           27,         178,           26,          0,                            7.6,                    2
28-06-2019,         0  , 2019, June     ,           28,         179,           26,          0,                            7.6,                    3
29-06-2019,         0  , 2019, June     ,           29,         180,           26,          0,                            7.6,                    4
30-06-2019,         0  , 2019, June     ,           30,         181,           27,          1,                            7.6,                    5
01-07-2019,         0  , 2019, July     ,            1,         182,           27,          0,                            7.6,                    6
02-07-2019,         0  , 2019, July     ,            2,         183,           27,          0,                            7.6,                    7
03-07-2019,         0  , 2019, July     ,            3,         184,           27,          0,                            7.6,                    8
04-07-2019,         0  , 2019, July     ,            4,         185,           27,          0,                            7.6,                    9
05-07-2019,         0  , 2019, July     ,            5,         186,           27,          0,                            7.6,                   10
06-07-2019,         0  , 2019, July     ,            6,         187,           27,          0,                            7.6,                   11
07-07-2019,         0  , 2019, July     ,            7,         188,           28,          1,                            7.6,                   12
08-07-2019,         0  , 2019, July     ,            8,         189,           28,          0,                            7.6,                   13
09-07-2019,         0  , 2019, July     ,            9,         190,           28,          0,                            7.6,                   14
10-07-2019,         0  , 2019, July     ,           10,         191,           28,          0,                            7.6,                   15
11-07-2019,         0  , 2019, July     ,           11,         192,           28,          0,                            7.6,                   16
12-07-2019,         0  , 2019, July     ,           12,         193,           28,          0,                            7.6,                   17
13-07-2019,         0  , 2019, July     ,           13,         194,           28,          0,                            7.6,                   18
14-07-2019,         0  , 2019, July     ,           14,         195,           29,          1,                            7.6,                   19
15-07-2019,        10.2, 2019, July     ,           15,         196,           29,          0,                           17.8,                    0
16-07-2019,        20.5, 2019, July     ,           16,         197,           29,          0,                           38.3,                    0
17-07-2019,         5.3, 2019, July     ,           17,         198,           29,          0,                           43.6,                    0
18-07-2019,         0  , 2019, July     ,           18,         199,           29,          0,                           43.6,                    1
19-07-2019,         0  , 2019, July     ,           19,         200,           29,          0,                           43.6,                    2
20-07-2019,         0  , 2019, July     ,           20,         201,           29,          0,                           43.6,                    3
21-07-2019,         0  , 2019, July     ,           21,         202,           30,          1,                           43.6,                    4
22-07-2019,         0  , 2019, July     ,           22,         203,           30,          0,                           43.6,                    5
23-07-2019,         0  , 2019, July     ,           23,         204,           30,          0,                           43.6,                    6
24-07-2019,         0  , 2019, July     ,           24,         205,           30,          0,                           43.6,                    7
25-07-2019,         0  , 2019, July     ,           25,         206,           30,          0,                           43.6,                    8
26-07-2019,         0  , 2019, July     ,           26,         207,           30,          0,                           43.6,                    9
27-07-2019,         0  , 2019, July     ,           27,         208,           30,          0,                           43.6,                   10
28-07-2019,         0  , 2019, July     ,           28,         209,           31,          1,                           43.6,                   11
29-07-2019,         0  , 2019, July     ,           29,         210,           31,          0,                           43.6,                   12
30-07-2019,         0  , 2019, July     ,           30,         211,           31,          0,                           43.6,                   13
31-07-2019,         0  , 2019, July     ,           31,         212,           31,          0,                           43.6,                   14
01-08-2019,        10  , 2019, August   ,            1,         213,           31,          0,                           53.6,                    0
02-08-2019,        20.1, 2019, August   ,            2,         214,           31,          0,                           73.7,                    0
03-08-2019,         4.5, 2019, August   ,            3,         215,           31,          0,                           78.2,                    0
04-08-2019,         0  , 2019, August   ,            4,         216,           32,          1,                           78.2,                    1
05-08-2019,         0  , 2019, August   ,            5,         217,           32,          0,                           78.2,                    2
06-08-2019,         0  , 2019, August   ,            6,         218,           32,          0,                           78.2,                    3
07-08-2019,         0  , 2019, August   ,            7,         219,           32,          0,                           78.2,                    4
08-08-2019,         0  , 2019, August   ,            8,         220,           32,          0,                           78.2,                    5
09-08-2019,         0  , 2019, August   ,            9,         221,           32,          0,                           78.2,                    6
10-08-2019,         0  , 2019, August   ,           10,         222,           32,          0,                           78.2,                    7
11-08-2019,         0  , 2019, August   ,           11,         223,           33,          1,                           78.2,                    8
12-08-2019,         0  , 2019, August   ,           12,         224,           33,          0,                           78.2,                    9
13-08-2019,         0  , 2019, August   ,           13,         225,           33,          0,                           78.2,                   10
14-08-2019,         0  , 2019, August   ,           14,         226,           33,          0,                           78.2,                   11
15-08-2019,         0  , 2019, August   ,           15,         227,           33,          0,                           78.2,                   12
16-08-2019,         0  , 2019, August   ,           16,         228,           33,          0,                           78.2,                   13
17-08-2019,         0  , 2019, August   ,           17,         229,           33,          0,                           78.2,                   14
18-08-2019,         0  , 2019, August   ,           18,         230,           34,          1,                           78.2,                   15
19-08-2019,         0  , 2019, August   ,           19,         231,           34,          0,                           78.2,                   16
20-08-2019,         0  , 2019, August   ,           20,         232,           34,          0,                           78.2,                   17
21-08-2019,         0  , 2019, August   ,           21,         233,           34,          0,                           78.2,                   18
22-08-2019,         0  , 2019, August   ,           22,         234,           34,          0,                           78.2,                   19
23-08-2019,         0  , 2019, August   ,           23,         235,           34,          0,                           78.2,                   20
24-08-2019,         0  , 2019, August   ,           24,         236,           34,          0,                           78.2,                   21
25-08-2019,         0  , 2019, August   ,           25,         237,           35,          1,                           78.2,                   22
26-08-2019,         0  , 2019, August   ,           26,         238,           35,          0,                           78.2,                   23
27-08-2019,         0  , 2019, August   ,           27,         239,           35,          0,                           78.2,                   24
28-08-2019,         0  , 2019, August   ,           28,         240,           35,          0,                           78.2,                   25
29-08-2019,         0  , 2019, August   ,           29,         241,           35,          0,                           78.2,                   26
30-08-2019,         0  , 2019, August   ,           30,         242,           35,          0,                           78.2,                   27
31-08-2019,         0  , 2019, August   ,           31,         243,           35,          0,                           78.2,                   28
01-09-2019,         5.6, 2019, September,            1,         244,           36,          1,                           83.8,                    0
02-09-2019,        12.2, 2019, September,            2,         245,           36,          0,                           96  ,                    0
03-09-2019,         3.1, 2019, September,            3,         246,           36,          0,                           99.1,                    0
04-09-2019,         0  , 2019, September,            4,         247,           36,          0,                           99.1,                    1
05-09-2019,         0  , 2019, September,            5,         248,           36,          0,                           99.1,                    2
06-09-2019,         0  , 2019, September,            6,         249,           36,          0,                           99.1,                    3
07-09-2019,         0  , 2019, September,            7,         250,           36,          0,                           99.1,                    4
08-09-2019,         0  , 2019, September,            8,         251,           37,          1,                           99.1,                    5
09-09-2019,         0  , 2019, September,            9,         252,           37,          0,                           99.1,                    6
10-09-2019,         0  , 2019, September,           10,         253,           37,          0,                           99.1,                    7
11-09-2019,         0  , 2019, September,           11,         254,           37,          0,                           99.1,                    8
12-09-2019,         0  , 2019, September,           12,         255,           37,          0,                           99.1,                    9
13-09-2019,         0  , 2019, September,           13,         256,           37,          0,                           99.1,                   10
14-09-2019,         0  , 2019, September,           14,         257,           37,          0,                           99.1,                   11
15-09-2019,         0  , 2019, September,           15,         258,           38,          1,                           99.1,                   12
16-09-2019,         0  , 2019, September,           16,         259,           38,          0,                           99.1,                   13
17-09-2019,         0  , 2019, September,           17,         260,           38,          0,                           99.1,                   14
18-09-2019,         0  , 2019, September,           18,         261,           38,          0,                           99.1,                   15
19-09-2019,         0  , 2019, September,           19,         262,           38,          0,                           99.1,                   16
20-09-2019,         0  , 2019, September,           20,         263,           38,          0,                           99.1,                   17
21-09-2019,         0  , 2019, September,           21,         264,           38,          0,                           99.1,                   18
22-09-2019,         0  , 2019, September,           22,         265,           39,          1,                           99.1,                   19
23-09-2019,         0  , 2019, September,           23,         266,           39,          0,                           99.1,                   20
24-09-2019,         0  , 2019, September,           24,         267,           39,          0,                           99.1,                   21
25-09-2019,         0  , 2019, September,           25,         268,           39,          0,                           99.1,                   22
26-09-2019,         0  , 2019, September,           26,         269,           39,          0,                           99.1,                   23
27-09-2019,         0  , 2019, September,           27,         270,           39,          0,                           99.1,                   24
28-09-2019,         0  , 2019, September,           28,         271,           39,          0,                           99.1,                   25
